,Date,Tenbin,Minute,Hits,Misses
7,2024-05-18,1550,7,45210,250874
8,2024-05-18,1550,8,44469,1105333
9,2024-05-18,1550,9,35950,31322
0,2024-05-18,1600,0,47304,244485
1,2024-05-18,1600,1,44179,268061
2,2024-05-18,1600,2,42110,1372367
3,2024-05-18,1600,3,46359,1808983
4,2024-05-18,1600,4,41535,1399181
5,2024-05-18,1600,5,30798,73594
6,2024-05-18,1600,6,3829,0
7,2024-05-18,1600,7,2639,0
8,2024-05-18,1600,8,2730,0
9,2024-05-18,1600,9,2496,0
0,2024-05-18,1610,0,2359,0
1,2024-05-18,1610,1,2352,0
2,2024-05-18,1610,2,2401,0
3,2024-05-18,1610,3,2127,0
4,2024-05-18,1610,4,1857,0
5,2024-05-18,1610,5,1953,0
6,2024-05-18,1610,6,2396,0
7,2024-05-18,1610,7,2350,0
8,2024-05-18,1610,8,2320,0
9,2024-05-18,1610,9,2340,0
0,2024-05-18,1620,0,2401,0
1,2024-05-18,1620,1,2414,0
2,2024-05-18,1620,2,2363,0
3,2024-05-18,1620,3,2408,0
4,2024-05-18,1620,4,2266,0
5,2024-05-18,1620,5,2279,0
6,2024-05-18,1620,6,2257,0
7,2024-05-18,1620,7,2269,0
8,2024-05-18,1620,8,2278,0
9,2024-05-18,1620,9,2231,0
0,2024-05-18,1630,0,2226,0
1,2024-05-18,1630,1,2308,0
2,2024-05-18,1630,2,2135,0
3,2024-05-18,1630,3,2155,0
4,2024-05-18,1630,4,2406,0
5,2024-05-18,1630,5,2270,0
6,2024-05-18,1630,6,2382,0
7,2024-05-18,1630,7,2336,0
8,2024-05-18,1630,8,2474,0
9,2024-05-18,1630,9,2399,0
0,2024-05-18,1640,0,2335,0
1,2024-05-18,1640,1,2328,0
2,2024-05-18,1640,2,2406,0
3,2024-05-18,1640,3,2523,0
4,2024-05-18,1640,4,2642,0
5,2024-05-18,1640,5,2602,0
6,2024-05-18,1640,6,2467,0
7,2024-05-18,1640,7,2478,0
8,2024-05-18,1640,8,2673,0
9,2024-05-18,1640,9,2715,0
0,2024-05-18,1710,0,53631,482987
1,2024-05-18,1710,1,42899,697723
2,2024-05-18,1710,2,7555,0
3,2024-05-18,1710,3,3620,0
4,2024-05-18,1710,4,13095,0
5,2024-05-18,1710,5,2728,0
6,2024-05-18,1710,6,2498,0
7,2024-05-18,1710,7,3136,0
8,2024-05-18,1710,8,3170,0
9,2024-05-18,1710,9,2895,0
0,2024-05-18,1720,0,2263,0
1,2024-05-18,1720,1,4997,0
2,2024-05-18,1720,2,2369,0
3,2024-05-18,1720,3,2419,0
4,2024-05-18,1720,4,2729,0
5,2024-05-18,1720,5,2591,0
6,2024-05-18,1720,6,2696,0
7,2024-05-18,1720,7,2697,0
8,2024-05-18,1720,8,2580,0
9,2024-05-18,1720,9,2534,0
0,2024-05-18,1730,0,2523,0
1,2024-05-18,1730,1,3330,0
2,2024-05-18,1730,2,2737,0
3,2024-05-18,1730,3,2521,0
4,2024-05-18,1730,4,2571,0
5,2024-05-18,1730,5,2762,0
6,2024-05-18,1730,6,2642,0
7,2024-05-18,1730,7,2692,0
8,2024-05-18,1730,8,2765,0
9,2024-05-18,1730,9,2835,0
0,2024-05-18,1750,0,46114,506740
1,2024-05-18,1750,1,45302,456333
2,2024-05-18,1750,2,28508,41282
3,2024-05-18,1750,3,45359,7354
4,2024-05-18,1750,4,51021,1033135
5,2024-05-18,1750,5,45652,185989
6,2024-05-18,1750,6,37278,978177
7,2024-05-18,1750,7,43536,780865
8,2024-05-18,1750,8,29405,26609
9,2024-05-18,1750,9,35718,0
0,2024-05-18,1810,0,4604,0
1,2024-05-18,1810,1,4526,0
2,2024-05-18,1810,2,4103,0
3,2024-05-18,1810,3,4303,0
4,2024-05-18,1810,4,4317,0
5,2024-05-18,1810,5,4121,0
6,2024-05-18,1810,6,4403,0
7,2024-05-18,1810,7,4621,0
8,2024-05-18,1810,8,4841,0
9,2024-05-18,1810,9,4611,0
0,2024-05-18,1820,0,4606,0
1,2024-05-18,1820,1,4407,0
2,2024-05-18,1820,2,4741,0
3,2024-05-18,1820,3,4986,0
4,2024-05-18,1820,4,5222,0
5,2024-05-18,1820,5,4957,0
6,2024-05-18,1820,6,4866,0
7,2024-05-18,1820,7,5085,0
8,2024-05-18,1820,8,5063,0
9,2024-05-18,1820,9,5289,0
0,2024-05-18,1850,0,47048,238932
1,2024-05-18,1850,1,15902,0
2,2024-05-18,1850,2,60970,74018
3,2024-05-18,1850,3,30566,38122
4,2024-05-18,1850,4,25431,0
5,2024-05-18,1850,5,31109,0
6,2024-05-18,1850,6,47438,7490
7,2024-05-18,1850,7,43473,1664119
8,2024-05-18,1850,8,11066,0
9,2024-05-18,1850,9,5157,0
0,2024-05-18,1900,0,5060,0
1,2024-05-18,1900,1,4400,0
2,2024-05-18,1900,2,4278,0
3,2024-05-18,1900,3,4318,0
4,2024-05-18,1900,4,4456,0
5,2024-05-18,1900,5,4340,0
6,2024-05-18,1900,6,4510,0
7,2024-05-18,1900,7,4353,0
8,2024-05-18,1900,8,4372,0
9,2024-05-18,1900,9,4319,0
0,2024-05-18,1910,0,4363,0
1,2024-05-18,1910,1,4291,0
2,2024-05-18,1910,2,4128,0
3,2024-05-18,1910,3,4374,0
4,2024-05-18,1910,4,4165,0
5,2024-05-18,1910,5,3932,0
6,2024-05-18,1910,6,3820,0
7,2024-05-18,1910,7,4210,0
8,2024-05-18,1910,8,4137,0
9,2024-05-18,1910,9,4189,0
0,2024-05-18,1950,0,42346,1040631
1,2024-05-18,1950,1,17533,21424
2,2024-05-18,1950,2,3821,0
3,2024-05-18,1950,3,3827,0
4,2024-05-18,1950,4,4469,0
5,2024-05-18,1950,5,3783,0
6,2024-05-18,1950,6,4196,0
7,2024-05-18,1950,7,7678,0
8,2024-05-18,1950,8,3964,0
9,2024-05-18,1950,9,3804,0
0,2024-05-18,2000,0,3987,0
1,2024-05-18,2000,1,3727,0
2,2024-05-18,2000,2,3769,0
3,2024-05-18,2000,3,3648,0
4,2024-05-18,2000,4,4370,0
5,2024-05-18,2000,5,3951,0
6,2024-05-18,2000,6,4031,0
7,2024-05-18,2000,7,3976,0
8,2024-05-18,2000,8,3727,0
9,2024-05-18,2000,9,3771,0
0,2024-05-18,2010,0,3951,0
1,2024-05-18,2010,1,4017,0
2,2024-05-18,2010,2,3909,0
3,2024-05-18,2010,3,3994,0
4,2024-05-18,2010,4,4164,0
5,2024-05-18,2010,5,4181,0
6,2024-05-18,2010,6,4146,0
7,2024-05-18,2010,7,4250,0
8,2024-05-18,2010,8,4085,0
9,2024-05-18,2010,9,4029,0
0,2024-05-18,2030,0,41747,366059
1,2024-05-18,2030,1,50195,434010
2,2024-05-18,2030,2,44794,257969
3,2024-05-18,2030,3,45920,39364
4,2024-05-18,2030,4,32407,24879
5,2024-05-18,2030,5,5314,0
6,2024-05-18,2030,6,4286,0
7,2024-05-18,2030,7,4180,0
8,2024-05-18,2030,8,4619,0
9,2024-05-18,2030,9,3889,0
0,2024-05-18,2040,0,3855,0
1,2024-05-18,2040,1,3692,0
2,2024-05-18,2040,2,5396,0
3,2024-05-18,2040,3,4036,0
4,2024-05-18,2040,4,4340,0
5,2024-05-18,2040,5,4129,0
6,2024-05-18,2040,6,4133,0
7,2024-05-18,2040,7,3870,0
8,2024-05-18,2040,8,3661,0
9,2024-05-18,2040,9,3544,0
0,2024-05-18,2050,0,3560,0
1,2024-05-18,2050,1,3914,0
2,2024-05-18,2050,2,3696,0
3,2024-05-18,2050,3,3823,0
4,2024-05-18,2050,4,3493,0
5,2024-05-18,2050,5,3635,0
6,2024-05-18,2050,6,4120,0
7,2024-05-18,2050,7,3648,0
8,2024-05-18,2050,8,3472,0
9,2024-05-18,2050,9,3477,0
0,2024-05-18,2100,0,3479,0
1,2024-05-18,2100,1,3108,0
2,2024-05-18,2100,2,3395,0
3,2024-05-18,2100,3,3192,0
4,2024-05-18,2100,4,3267,0
5,2024-05-18,2100,5,4249,0
6,2024-05-18,2100,6,3041,0
7,2024-05-18,2100,7,3131,0
8,2024-05-18,2100,8,2884,0
9,2024-05-18,2100,9,2546,0
0,2024-05-18,2110,0,2468,0
1,2024-05-18,2110,1,2529,0
2,2024-05-18,2110,2,2837,0
3,2024-05-18,2110,3,3073,0
4,2024-05-18,2110,4,2998,0
5,2024-05-18,2110,5,3049,0
6,2024-05-18,2110,6,3101,0
7,2024-05-18,2110,7,3763,0
8,2024-05-18,2110,8,3648,0
9,2024-05-18,2110,9,3567,0
0,2024-05-18,2120,0,4915,0
1,2024-05-18,2120,1,4195,0
2,2024-05-18,2120,2,4160,0
3,2024-05-18,2120,3,4131,0
4,2024-05-18,2120,4,4039,0
5,2024-05-18,2120,5,3911,0
6,2024-05-18,2120,6,4286,0
7,2024-05-18,2120,7,4278,0
8,2024-05-18,2120,8,4210,0
9,2024-05-18,2120,9,4272,0
0,2024-05-18,2130,0,4050,0
1,2024-05-18,2130,1,3786,0
2,2024-05-18,2130,2,3770,0
3,2024-05-18,2130,3,3497,0
4,2024-05-18,2130,4,3411,0
5,2024-05-18,2130,5,3667,0
6,2024-05-18,2130,6,3552,0
7,2024-05-18,2130,7,4064,0
8,2024-05-18,2130,8,3426,0
9,2024-05-18,2130,9,3446,0
0,2024-05-18,2140,0,4340,0
1,2024-05-18,2140,1,3515,0
2,2024-05-18,2140,2,3567,0
3,2024-05-18,2140,3,4117,0
4,2024-05-18,2140,4,5675,0
5,2024-05-18,2140,5,3607,0
6,2024-05-18,2140,6,3680,0
7,2024-05-18,2140,7,3749,0
8,2024-05-18,2140,8,3608,0
9,2024-05-18,2140,9,3619,0
0,2024-05-18,2150,0,3581,0
1,2024-05-18,2150,1,3906,0
2,2024-05-18,2150,2,4240,0
3,2024-05-18,2150,3,3670,0
4,2024-05-18,2150,4,3877,0
5,2024-05-18,2150,5,3596,0
6,2024-05-18,2150,6,3614,0
7,2024-05-18,2150,7,3470,0
8,2024-05-18,2150,8,3256,0
9,2024-05-18,2150,9,3473,0
0,2024-05-18,2200,0,3447,0
1,2024-05-18,2200,1,3443,0
2,2024-05-18,2200,2,3954,0
3,2024-05-18,2200,3,3255,0
4,2024-05-18,2200,4,3092,0
5,2024-05-18,2200,5,3586,0
6,2024-05-18,2200,6,4252,0
7,2024-05-18,2200,7,3455,0
8,2024-05-18,2200,8,3484,0
9,2024-05-18,2200,9,3508,0
0,2024-05-18,2210,0,3326,0
1,2024-05-18,2210,1,3517,0
2,2024-05-18,2210,2,3371,0
3,2024-05-18,2210,3,3393,0
4,2024-05-18,2210,4,3262,0
5,2024-05-18,2210,5,3968,0
6,2024-05-18,2210,6,3048,0
7,2024-05-18,2210,7,3797,0
8,2024-05-18,2210,8,2997,0
9,2024-05-18,2210,9,2759,0
0,2024-05-18,2220,0,2753,0
1,2024-05-18,2220,1,3998,0
2,2024-05-18,2220,2,2750,0
3,2024-05-18,2220,3,2572,0
4,2024-05-18,2220,4,2984,0
5,2024-05-18,2220,5,3621,0
6,2024-05-18,2220,6,3039,0
7,2024-05-18,2220,7,4155,0
8,2024-05-18,2220,8,2644,0
9,2024-05-18,2220,9,2980,0
0,2024-05-18,2230,0,2507,0
1,2024-05-18,2230,1,2980,0
2,2024-05-18,2230,2,2604,0
3,2024-05-18,2230,3,2397,0
4,2024-05-18,2230,4,2517,0
5,2024-05-18,2230,5,2492,0
6,2024-05-18,2230,6,2994,0
7,2024-05-18,2230,7,3081,0
8,2024-05-18,2230,8,2759,0
9,2024-05-18,2230,9,2282,0
0,2024-05-18,2240,0,2562,0
1,2024-05-18,2240,1,4201,0
2,2024-05-18,2240,2,2586,0
3,2024-05-18,2240,3,2794,0
4,2024-05-18,2240,4,2251,0
5,2024-05-18,2240,5,2393,0
6,2024-05-18,2240,6,2627,0
7,2024-05-18,2240,7,2283,0
8,2024-05-18,2240,8,2267,0
9,2024-05-18,2240,9,2228,0
0,2024-05-18,2250,0,2670,0
1,2024-05-18,2250,1,2541,0
2,2024-05-18,2250,2,2412,0
3,2024-05-18,2250,3,5487,0
4,2024-05-18,2250,4,3322,0
5,2024-05-18,2250,5,2522,0
6,2024-05-18,2250,6,3438,0
7,2024-05-18,2250,7,2559,0
8,2024-05-18,2250,8,2571,0
9,2024-05-18,2250,9,2647,0
0,2024-05-18,2300,0,2695,0
1,2024-05-18,2300,1,2842,0
2,2024-05-18,2300,2,2674,0
3,2024-05-18,2300,3,2858,0
4,2024-05-18,2300,4,2813,0
5,2024-05-18,2300,5,2880,0
6,2024-05-18,2300,6,3006,0
7,2024-05-18,2300,7,4780,0
8,2024-05-18,2300,8,3810,0
9,2024-05-18,2300,9,3111,0
0,2024-05-18,2310,0,2857,0
1,2024-05-18,2310,1,3210,0
2,2024-05-18,2310,2,3011,0
3,2024-05-18,2310,3,3389,0
4,2024-05-18,2310,4,2981,0
5,2024-05-18,2310,5,2980,0
6,2024-05-18,2310,6,3444,0
7,2024-05-18,2310,7,3395,0
8,2024-05-18,2310,8,3298,0
9,2024-05-18,2310,9,3066,0
0,2024-05-18,2320,0,3490,0
1,2024-05-18,2320,1,4064,0
2,2024-05-18,2320,2,3805,0
3,2024-05-18,2320,3,3394,0
4,2024-05-18,2320,4,3564,0
5,2024-05-18,2320,5,3993,0
6,2024-05-18,2320,6,3602,0
7,2024-05-18,2320,7,3346,0
8,2024-05-18,2320,8,3196,0
9,2024-05-18,2320,9,3657,0
0,2024-05-18,2330,0,4359,0
1,2024-05-18,2330,1,3003,0
2,2024-05-18,2330,2,3500,0
3,2024-05-18,2330,3,3320,0
4,2024-05-18,2330,4,3243,0
5,2024-05-18,2330,5,3092,0
6,2024-05-18,2330,6,3396,0
7,2024-05-18,2330,7,3219,0
8,2024-05-18,2330,8,4619,0
9,2024-05-18,2330,9,5258,0
0,2024-05-18,2340,0,3111,0
1,2024-05-18,2340,1,4331,0
2,2024-05-18,2340,2,3675,0
3,2024-05-18,2340,3,5066,0
4,2024-05-18,2340,4,5063,0
5,2024-05-18,2340,5,4737,0
6,2024-05-18,2340,6,3698,0
7,2024-05-18,2340,7,3801,0
8,2024-05-18,2340,8,3358,0
9,2024-05-18,2340,9,3802,0
0,2024-05-18,2350,0,4475,0
1,2024-05-18,2350,1,3458,0
2,2024-05-18,2350,2,3237,0
3,2024-05-18,2350,3,3407,0
4,2024-05-18,2350,4,3280,0
5,2024-05-18,2350,5,4344,0
6,2024-05-18,2350,6,3185,0
7,2024-05-18,2350,7,3408,0
8,2024-05-18,2350,8,3721,0
9,2024-05-18,2350,9,3488,0
